trade_id,book,counterparty,valuation_date,direction,run_timestamp,instrument,swap_subtype,tenor_y,leg_count,leg_types,notional,coupon_rate,start_date,end_date,currency,underlying_ticker,initial_price,dividend_yield,strike,option_type,exercise_type,vol,reference_entity,credit_spread,recovery_rate,seniority,doc_clause,spread,index_name,npv,fixed_npv,float_npv,par_rate,clean_price,accrued,premium,dv01,duration,pv01,convexity,vega,theta,delta,gamma,rho,cr01,jump_to_default,error
CDS-0011,CREDIT-HY,CPTY-06,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,3,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0258,2025-01-17,2028-01-17,USD,,,,,,,,GENERAL MOTORS CO,0.0258,0.4,SENIOR_UNSECURED,CR,,,2676.87,,,0.0255973,,,,-4.65805,-0.0093161,-0.93161,,,,,,,-1310.25,-3e+06,
CDS-0012,CDS-INDEX,CPTY-05,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,10,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0055,2025-01-17,2035-01-17,USD,,,,,,,,IBM CORP,0.0055,0.4,SENIOR_UNSECURED,CR,,,-3566.92,,,0.00545423,,,,7.05365,0.00705365,0.705365,,,,,,,7725.5,6e+06,
CDS-0013,CREDIT-IG,CPTY-08,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0178,2025-01-17,2032-01-17,USD,,,,,,,,BOEING CO,0.0178,0.4,SENIOR_UNSECURED,CR,,,-16012.4,,,0.017654,,,,29.7186,0.0148593,1.48593,,,,,,,10876.7,1.2e+07,
CDS-0014,CREDIT-HY,CPTY-03,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0289,2025-01-17,2032-01-17,USD,,,,,,,,FORD MOTOR CO,0.0289,0.4,SENIOR_UNSECURED,CR,,,12251.7,,,0.028663,,,,-22.6138,-0.0226138,-2.26138,,,,,,,-5130.59,-6e+06,
CDS-0015,CDS-INDEX,CPTY-07,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0073,2025-01-17,2030-01-17,USD,,,,,,,,AMAZON COM INC,0.0073,0.4,SENIOR_UNSECURED,CR,,,-5158.95,,,0.00724087,,,,9.26087,0.00463044,0.463044,,,,,,,8653.3,1.2e+07,
CDS-0016,CREDIT-IG,CPTY-01,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0172,2025-01-17,2030-01-17,USD,,,,,,,,NETFLIX INC,0.0172,0.35,SENIOR_UNSECURED,XR,,,11743.9,,,0.0170608,,,,-21.0235,-0.0105117,-1.05117,,,,,,,-8367.16,-1.3e+07,
CDS-0017,CREDIT-HY,CPTY-04,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,1,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0055,2025-01-17,2026-01-17,USD,,,,,,,,IBM CORP,0.0055,0.4,SENIOR_UNSECURED,CR,,,398.549,,,0.00545942,,,,-0.70018,-0.00070018,-0.070018,,,,,,,-974.836,-6e+06,
CDS-0018,CDS-INDEX,CPTY-10,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,10,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0111,2025-01-17,2035-01-17,USD,,,,,,,,VERIZON COMMS,0.0111,0.4,SENIOR_UNSECURED,CR,,,-3447.01,,,0.0110077,,,,6.78881,0.0135776,1.35776,,,,,,,3703.8,3e+06,
CDS-0019,CREDIT-IG,CPTY-02,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0079,2025-01-17,2030-01-17,USD,,,,,,,,COMCAST CORP,0.0079,0.4,SENIOR_UNSECURED,CR,,,1392.35,,,0.00783602,,,,-2.49896,-0.00499793,-0.499793,,,,,,,-2158.21,-3e+06,
CDS-0020,CREDIT-HY,CPTY-04,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,1,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0063,2025-01-17,2026-01-17,USD,,,,,,,,IBM CORP,0.0063,0.4,SENIOR_UNSECURED,CR,,,228.129,,,0.00625351,,,,-0.400674,-0.000801349,-0.0801349,,,,,,,-487.093,-3e+06,
CDS-0021,CDS-INDEX,CPTY-01,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0214,2025-01-17,2030-01-17,USD,,,,,,,,NETFLIX INC,0.0214,0.35,SENIOR_UNSECURED,XR,,,3597.3,,,0.0212268,,,,-6.43122,-0.0128624,-1.28624,,,,,,,-2060.49,-3.25e+06,
CDS-0022,CREDIT-IG,CPTY-06,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.029,2025-01-17,2032-01-17,USD,,,,,,,,FORD MOTOR CO,0.029,0.4,SENIOR_UNSECURED,CR,,,12287.6,,,0.0287622,,,,-22.679,-0.022679,-2.2679,,,,,,,-5127.93,-6e+06,
CDS-0023,CREDIT-HY,CPTY-09,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0186,2025-01-17,2032-01-17,USD,,,,,,,,NETFLIX INC,0.0186,0.35,SENIOR_UNSECURED,XR,,,8394.69,,,0.0184474,,,,-15.585,-0.015585,-1.5585,,,,,,,-5456.84,-6.5e+06,
CDS-0024,CDS-INDEX,CPTY-08,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0122,2025-01-17,2030-01-17,USD,,,,,,,,AT&T INC,0.0122,0.4,SENIOR_UNSECURED,CR,,,-2113.29,,,0.0121012,,,,3.78771,0.00757542,0.757542,,,,,,,2122.02,3e+06,
CDS-0025,CREDIT-IG,CPTY-01,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0064,2025-01-17,2032-01-17,USD,,,,,,,,IBM CORP,0.0064,0.4,SENIOR_UNSECURED,CR,,,3064.8,,,0.00634744,,,,-5.71836,-0.00571836,-0.571836,,,,,,,-5781.83,-6e+06,
CDS-0026,CREDIT-HY,CPTY-10,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0105,2025-01-17,2030-01-17,USD,,,,,,,,AT&T INC,0.0105,0.4,SENIOR_UNSECURED,CR,,,-1831.28,,,0.010415,,,,3.28404,0.00656809,0.656809,,,,,,,2136.23,3e+06,
CDS-0027,CDS-INDEX,CPTY-05,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0067,2025-01-17,2032-01-17,USD,,,,,,,,IBM CORP,0.0067,0.4,SENIOR_UNSECURED,CR,,,-6406.19,,,0.00664498,,,,11.9512,0.0059756,0.59756,,,,,,,11544.8,1.2e+07,
CDS-0028,CREDIT-IG,CPTY-02,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0272,2025-01-17,2030-01-17,USD,,,,,,,,FORD MOTOR CO,0.0272,0.4,SENIOR_UNSECURED,CR,,,-4441.26,,,0.0269799,,,,7.91883,0.0158377,1.58377,,,,,,,2002.09,3e+06,
CDS-0029,CREDIT-HY,CPTY-03,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0322,2025-01-17,2030-01-17,USD,,,,,,,,TESLA INC,0.0322,0.35,SENIOR_UNSECURED,XR,,,5206.74,,,0.0319394,,,,-9.27491,-0.0185498,-1.85498,,,,,,,-1982.9,-3.25e+06,
CDS-0030,CDS-INDEX,CPTY-08,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0095,2025-01-17,2032-01-17,USD,,,,,,,,AT&T INC,0.0095,0.4,SENIOR_UNSECURED,CR,,,8943.22,,,0.00942201,,,,-16.663,-0.00833151,-0.833151,,,,,,,-11371.1,-1.2e+07,
CDS-0031,CREDIT-IG,CPTY-07,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0114,2025-01-17,2032-01-17,USD,,,,,,,,VERIZON COMMS,0.0114,0.4,SENIOR_UNSECURED,CR,,,-10619.9,,,0.0113064,,,,19.7697,0.00988485,0.988485,,,,,,,11255.2,1.2e+07,
CDS-0032,CREDIT-HY,CPTY-06,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0054,2025-01-17,2032-01-17,USD,,,,,,,,AMAZON COM INC,0.0054,0.4,SENIOR_UNSECURED,CR,,,-2600.41,,,0.00535565,,,,4.85407,0.00485407,0.485407,,,,,,,5813.37,6e+06,
CDS-0033,CDS-INDEX,CPTY-07,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0096,2025-01-17,2030-01-17,USD,,,,,,,,AT&T INC,0.0096,0.4,SENIOR_UNSECURED,CR,,,1680.39,,,0.00952226,,,,-3.01432,-0.00602864,-0.602864,,,,,,,-2143.8,-3e+06,
CDS-0034,CREDIT-IG,CPTY-09,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,3,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0064,2025-01-17,2028-01-17,USD,,,,,,,,IBM CORP,0.0064,0.4,SENIOR_UNSECURED,CR,,,-1392.44,,,0.00634968,,,,2.43482,0.00243482,0.243482,,,,,,,2745.31,6e+06,
CDS-0035,CREDIT-HY,CPTY-10,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,10,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0142,2025-01-17,2035-01-17,USD,,,,,,,,AT&T INC,0.0142,0.4,SENIOR_UNSECURED,CR,,,-17227.6,,,0.014082,,,,33.8517,0.0169258,1.69258,,,,,,,14478.9,1.2e+07,
CDS-0036,CDS-INDEX,CPTY-08,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0097,2025-01-17,2032-01-17,USD,,,,,,,,IBM CORP,0.0097,0.4,SENIOR_UNSECURED,CR,,,2280.35,,,0.00962036,,,,-4.24836,-0.00849673,-0.849673,,,,,,,-2839.7,-3e+06,
CDS-0037,CREDIT-IG,CPTY-10,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0103,2025-01-17,2030-01-17,USD,,,,,,,,COMCAST CORP,0.0103,0.4,SENIOR_UNSECURED,CR,,,1797.84,,,0.0102166,,,,-3.22429,-0.00644858,-0.644858,,,,,,,-2137.91,-3e+06,
CDS-0038,CREDIT-HY,CPTY-05,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.008,2025-01-17,2032-01-17,USD,,,,,,,,VERIZON COMMS,0.008,0.4,SENIOR_UNSECURED,CR,,,-3797.02,,,0.00793431,,,,7.07945,0.00707945,0.707945,,,,,,,5731.85,6e+06,
CDS-0039,CDS-INDEX,CPTY-05,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0177,2025-01-17,2030-01-17,USD,,,,,,,,BOEING CO,0.0177,0.4,SENIOR_UNSECURED,CR,,,-11998.2,,,0.0175567,,,,21.4655,0.0107328,1.07328,,,,,,,8307.71,1.2e+07,
CDS-0040,CREDIT-IG,CPTY-07,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,10,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0327,2025-01-17,2035-01-17,USD,,,,,,,,TESLA INC,0.0327,0.35,SENIOR_UNSECURED,XR,,,-17633.8,,,0.0324287,,,,34.2304,0.0342304,3.42304,,,,,,,6453.31,6.5e+06,
CDS-0041,CREDIT-HY,CPTY-10,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,10,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0119,2025-01-17,2035-01-17,USD,,,,,,,,VERIZON COMMS,0.0119,0.4,SENIOR_UNSECURED,CR,,,-14691.7,,,0.0118011,,,,28.918,0.014459,1.4459,,,,,,,14727.4,1.2e+07,
CDS-0042,CDS-INDEX,CPTY-09,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0216,2025-01-17,2030-01-17,USD,,,,,,,,NETFLIX INC,0.0216,0.35,SENIOR_UNSECURED,XR,,,-7256.56,,,0.0214252,,,,12.9724,0.0129724,1.29724,,,,,,,4118.03,6.5e+06,
CDS-0043,CREDIT-IG,CPTY-02,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0301,2025-01-17,2030-01-17,USD,,,,,,,,FORD MOTOR CO,0.0301,0.4,SENIOR_UNSECURED,CR,,,4860.13,,,0.0298564,,,,-8.65623,-0.0173125,-1.73125,,,,,,,-1979.98,-3e+06,
CDS-0044,CREDIT-HY,CPTY-01,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0128,2025-01-17,2030-01-17,USD,,,,,,,,COMCAST CORP,0.0128,0.4,SENIOR_UNSECURED,CR,,,-4423.8,,,0.0126964,,,,7.92736,0.00792736,0.792736,,,,,,,4234.07,6e+06,
CDS-0045,CDS-INDEX,CPTY-05,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0075,2025-01-17,2032-01-17,USD,,,,,,,,COMCAST CORP,0.0075,0.4,SENIOR_UNSECURED,CR,,,7139.23,,,0.00743841,,,,-13.3139,-0.00665696,-0.665696,,,,,,,-11494.8,-1.2e+07,
CDS-0046,CREDIT-IG,CPTY-05,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0181,2025-01-17,2032-01-17,USD,,,,,,,,NETFLIX INC,0.0181,0.35,SENIOR_UNSECURED,XR,,,-16379,,,0.0179515,,,,30.4148,0.0152074,1.52074,,,,,,,10940.5,1.3e+07,
CDS-0047,CREDIT-HY,CPTY-06,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0135,2025-01-17,2032-01-17,USD,,,,,,,,AT&T INC,0.0135,0.4,SENIOR_UNSECURED,CR,,,-6215.98,,,0.0133892,,,,11.5602,0.0115602,1.15602,,,,,,,5564.51,6e+06,
CDS-0048,CDS-INDEX,CPTY-10,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0274,2025-01-17,2030-01-17,USD,,,,,,,,FORD MOTOR CO,0.0274,0.4,SENIOR_UNSECURED,CR,,,4470.46,,,0.0271782,,,,-7.9703,-0.0159406,-1.59406,,,,,,,-2000.55,-3e+06,
CDS-0049,CREDIT-IG,CPTY-05,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,3,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0115,2025-01-17,2028-01-17,USD,,,,,,,,AT&T INC,0.0115,0.4,SENIOR_UNSECURED,CR,,,2470.55,,,0.0114096,,,,-4.31507,-0.00431507,-0.431507,,,,,,,-2711.74,-6e+06,
CDS-0050,CREDIT-HY,CPTY-02,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0131,2025-01-17,2032-01-17,USD,,,,,,,,AT&T INC,0.0131,0.4,SENIOR_UNSECURED,CR,,,12090.1,,,0.0129925,,,,-22.4888,-0.0112444,-1.12444,,,,,,,-11152.9,-1.2e+07,
CDS-0051,CDS-INDEX,CPTY-10,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,10,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0063,2025-01-17,2035-01-17,USD,,,,,,,,AMAZON COM INC,0.0063,0.4,SENIOR_UNSECURED,CR,,,-2030.19,,,0.00624758,,,,4.01242,0.00802484,0.802484,,,,,,,3839.47,3e+06,
CDS-0052,CREDIT-IG,CPTY-02,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.006,2025-01-17,2030-01-17,USD,,,,,,,,IBM CORP,0.006,0.4,SENIOR_UNSECURED,CR,,,1065.67,,,0.0059514,,,,-1.91375,-0.0038275,-0.38275,,,,,,,-2174.47,-3e+06,
CDS-0053,CREDIT-HY,CPTY-09,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,1,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.008,2025-01-17,2026-01-17,USD,,,,,,,,COMCAST CORP,0.008,0.4,SENIOR_UNSECURED,CR,,,-1157.34,,,0.00794096,,,,2.03153,0.00101577,0.101577,,,,,,,1945.61,1.2e+07,
CDS-0054,CDS-INDEX,CPTY-10,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,1,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0082,2025-01-17,2026-01-17,USD,,,,,,,,COMCAST CORP,0.0082,0.4,SENIOR_UNSECURED,CR,,,-1186.11,,,0.00813948,,,,2.08188,0.00104094,0.104094,,,,,,,1945.29,1.2e+07,
CDS-0055,CREDIT-IG,CPTY-08,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0103,2025-01-17,2032-01-17,USD,,,,,,,,COMCAST CORP,0.0103,0.4,SENIOR_UNSECURED,CR,,,-4826.77,,,0.0102154,,,,8.98995,0.00898995,0.898995,,,,,,,5661.04,6e+06,
CDS-0056,CREDIT-HY,CPTY-06,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,3,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0114,2025-01-17,2028-01-17,USD,,,,,,,,VERIZON COMMS,0.0114,0.4,SENIOR_UNSECURED,CR,,,-4899.33,,,0.0113104,,,,8.5574,0.0042787,0.42787,,,,,,,5424.78,1.2e+07,
CDS-0057,CDS-INDEX,CPTY-04,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,10,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0082,2025-01-17,2035-01-17,USD,,,,,,,,VERIZON COMMS,0.0082,0.4,SENIOR_UNSECURED,CR,,,10415.4,,,0.00813179,,,,-20.5564,-0.0102782,-1.02782,,,,,,,-15139.8,-1.2e+07,
CDS-0058,CREDIT-IG,CPTY-04,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,10,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0178,2025-01-17,2035-01-17,USD,,,,,,,,NETFLIX INC,0.0178,0.35,SENIOR_UNSECURED,XR,,,5308.74,,,0.0176521,,,,-10.4142,-0.0208284,-2.08284,,,,,,,-3561.09,-3.25e+06,
CDS-0059,CREDIT-HY,CPTY-05,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0111,2025-01-17,2032-01-17,USD,,,,,,,,COMCAST CORP,0.0111,0.4,SENIOR_UNSECURED,CR,,,-5178.75,,,0.0110089,,,,9.64198,0.00964198,0.964198,,,,,,,5636.69,6e+06,
CDS-0060,CDS-INDEX,CPTY-03,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,10,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0182,2025-01-17,2035-01-17,USD,,,,,,,,NETFLIX INC,0.0182,0.35,SENIOR_UNSECURED,XR,,,-21652.1,,,0.0180488,,,,42.4632,0.0212316,2.12316,,,,,,,14205.9,1.3e+07,
CDS-0061,CREDIT-IG,CPTY-03,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,3,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0109,2025-01-17,2028-01-17,USD,,,,,,,,VERIZON COMMS,0.0109,0.4,SENIOR_UNSECURED,CR,,,1172.56,,,0.0108143,,,,-2.04828,-0.00409657,-0.409657,,,,,,,-1357.83,-3e+06,
CDS-0062,CREDIT-HY,CPTY-09,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,10,2,"CDS_PROTECTION,CDS_PREMIUM",2e+07,0.0276,2025-01-17,2035-01-17,USD,,,,,,,,FORD MOTOR CO,0.0276,0.4,SENIOR_UNSECURED,CR,,,30325.5,,,0.027371,,,,-58.9857,-0.0294929,-2.94929,,,,,,,-13143.2,-1.2e+07,
CDS-0063,CDS-INDEX,CPTY-02,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,5,2,"CDS_PROTECTION,CDS_PREMIUM",1e+07,0.0191,2025-01-17,2030-01-17,USD,,,,,,,,NETFLIX INC,0.0191,0.35,SENIOR_UNSECURED,XR,,,-6475.4,,,0.0189454,,,,11.5851,0.0115851,1.15851,,,,,,,4155.1,6.5e+06,
CDS-0064,CREDIT-IG,CPTY-09,2025-01-15,BUY,2026-04-09T14:05:32.670891+00:00,CDS,,7,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0212,2025-01-17,2032-01-17,USD,,,,,,,,NETFLIX INC,0.0212,0.35,SENIOR_UNSECURED,XR,,,-4722.4,,,0.0210261,,,,8.75715,0.0175143,1.75143,,,,,,,2693.91,3.25e+06,
CDS-0065,CREDIT-HY,CPTY-07,2025-01-15,SELL,2026-04-09T14:05:32.670891+00:00,CDS,,10,2,"CDS_PROTECTION,CDS_PREMIUM",5e+06,0.0296,2025-01-17,2035-01-17,USD,,,,,,,,FORD MOTOR CO,0.0296,0.4,SENIOR_UNSECURED,CR,,,8014.56,,,0.0293544,,,,-15.5648,-0.0311296,-3.11296,,,,,,,-3239.76,-3e+06,
